-96.80667,32.78306,Shark, 1
0.46958,51.73575,Shark, 2
-97.97959,30.36377,Reef, 1
-3.60667,37.18817,Shark, 2
115.8614,-31.95224,Shark, 0
-104.9847,39.73915,Shark, 1
-0.18835,51.98781,Shark, 2
-98.5,39.76,Lemon, 1
-117.99923,33.6603,White, 1
8.35916,49.63278,Shark, 2
8.35916,49.63278,Shark, 2
-79.4163,43.70011,Shark, 1
-95.36327,29.76328,Shark, 1
7.1204,43.66663,Shark, 2
-115.13722,36.17497,Shark, 1
-79.4163,43.70011,Tiger, 1
-102.28259,21.88234,Shark, 1
-79.4163,43.70011,Tiger, 1
-157.85833,21.30694,Tiger, 1
32.58322,-25.96553,Shark, 0
136.90641,35.18147,Shark, 3
-85.69337,10.98545,Shark, 1
8.01427,47.00016,Whale, 2
135,-25,Tiger, 0
0.66667,51.16667,Tiger, 2
4.88969,52.37403,Reef, 2
-123.11934,49.24966,Shark, 1
-117.55477,33.53419,Lemon, 1
-2.23743,53.48095,Shark, 2
-43.2075,-22.90278,Shark, 0
4.47917,51.9225,Shark, 2
151.20732,-33.86785,White, 0
-122.41942,37.77493,Whale, 1
-76.74969,38.81595,Reef, 1
-95.36327,29.76328,White, 1
-71.10832,42.36565,Shark, 1
151.20732,-33.86785,Nurse, 0
-97.94211,35.94539,Shark, 1
18.42322,-33.92584,Shark, 0
-95.36327,29.76328,White, 1
4.88969,52.37403,Reef, 2
-97.51643,35.46756,Whale, 1
-84.12934,9.99299,Reef, 1
9.27246,45.58005,Shark, 2
9.27246,45.58005,Blue, 2
-87.65005,41.85003,Reef, 1
-155.99556,19.64056,Shark, 1
4.88969,52.37403,Lemon, 2
4.88969,52.37403,Tiger, 2
4.88969,52.37403,Lemon, 2
-117.55477,33.53419,Lemon, 1
-82.99879,39.96118,Whale, 1
-87.78449,41.57337,Shark, 1
-71.05977,42.35843,Shark, 1
-122.33207,47.60621,Shark, 1
-122.33207,47.60621,Shark, 1
-122.33207,47.60621,Shark, 1
-4.14305,50.37153,White, 2
-74.00597,40.71427,Tiger, 1
7.44744,46.94809,Reef, 2
18.42322,-33.92584,Shark, 0
-99.12766,19.42847,Bull, 1
-0.53792,53.22683,Shark, 2
2.89541,42.69764,Shark, 2
-122.31513,47.82093,Tiger, 1
-0.32719,51.06395,Reef, 2
2,46,Reef, 2
7.44744,46.94809,Reef, 2
-87.65005,41.85003,Tiger, 1
174.08333,-39.06667,Shark, 0
18.42322,-33.92584,Shark, 0
114.01667,22.3,Shark, 3
-101.85517,33.57786,Shark, 1
-81.40952,28.29057,Shark, 1
-0.12574,51.50853,Reef, 2
-74.00597,40.71427,Tiger, 1
18.42322,-33.92584,Shark, 0
18.42322,-33.92584,Shark, 0
18.42322,-33.92584,Shark, 0
-117.99923,33.6603,Shark, 1
-2.35622,49.43331,Silky, 2
-85.79198,42.90725,Reef, 1
9.18951,45.46427,Shark, 2
-86.84656,21.17429,Whale, 1
4.88969,52.37403,Tiger, 2
-2.89189,53.1905,Shark, 2
9.27246,45.58005,Blue, 2
-79.4163,43.70011,Silvertip, 1
8.35916,49.63278,Shark, 2
8.35916,49.63278,Shark, 2
8.35916,49.63278,Shark, 2
8.35916,49.63278,Shark, 2
151.20732,-33.86785,Shark, 0
10,62,Shark, 2
-117.99923,33.6603,Reef, 1
-122.27275,37.87159,Whale, 1
18.42322,-33.92584,Shark, 0
-2.89189,53.1905,White, 2
-2.69531,54.75844,Shark, 2
-155.9225,19.52083,Shark, 1
-97.97959,30.36377,Reef, 1
153.02809,-27.46794,Shark, 0
12.80317,41.95781,Shark, 2
-63.50861,44.88083,Reef, 1
